date,day,month,year,weekday,week_of_year,weekend,holidays,quarter,m1,m2,median-month,mean-week,item-month-sum,OT
2013-01-16 00:00:00,16,1,2013,2,3,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,116
2013-01-17 00:00:00,17,1,2013,3,3,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,122
2013-01-18 00:00:00,18,1,2013,4,3,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,122
2013-01-19 00:00:00,19,1,2013,5,3,1,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,139
2013-01-20 00:00:00,20,1,2013,6,3,1,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,153
2013-01-21 00:00:00,21,1,2013,0,4,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,94
2013-01-22 00:00:00,22,1,2013,1,4,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,96
2013-01-23 00:00:00,23,1,2013,2,4,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,126
2013-01-24 00:00:00,24,1,2013,3,4,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,102
2013-01-25 00:00:00,25,1,2013,4,4,0,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,126
2013-01-26 00:00:00,26,1,2013,5,4,1,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,124
2013-01-27 00:00:00,27,1,2013,6,4,1,0,1,0.49999999999999994,0.8660254037844387,146.0,146.34285714285716,22987,131
2013-01-28 00:00:00,28,1,2013,0,5,0,0,1,0.49999999999999994,0.8660254037844387,146.0,158.77142857142857,22987,111
2013-01-29 00:00:00,29,1,2013,1,5,0,0,1,0.49999999999999994,0.8660254037844387,146.0,158.77142857142857,22987,129
2013-01-30 00:00:00,30,1,2013,2,5,0,0,1,0.49999999999999994,0.8660254037844387,146.0,158.77142857142857,22987,108
2013-01-31 00:00:00,31,1,2013,3,5,0,0,1,0.49999999999999994,0.8660254037844387,146.0,158.77142857142857,22987,117
2013-02-01 00:00:00,1,2,2013,4,5,0,0,1,0.8660254037844386,0.5000000000000001,169.0,158.77142857142857,23346,148
2013-02-02 00:00:00,2,2,2013,5,5,1,0,1,0.8660254037844386,0.5000000000000001,169.0,158.77142857142857,23346,168
2013-02-03 00:00:00,3,2,2013,6,5,1,0,1,0.8660254037844386,0.5000000000000001,169.0,158.77142857142857,23346,173
2013-02-04 00:00:00,4,2,2013,0,6,0,0,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,126
2013-02-05 00:00:00,5,2,2013,1,6,0,0,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,121
2013-02-06 00:00:00,6,2,2013,2,6,0,0,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,113
2013-02-07 00:00:00,7,2,2013,3,6,0,0,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,140
2013-02-08 00:00:00,8,2,2013,4,6,0,0,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,130
2013-02-09 00:00:00,9,2,2013,5,6,1,1,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,154
2013-02-10 00:00:00,10,2,2013,6,6,1,1,1,0.8660254037844386,0.5000000000000001,169.0,165.62857142857143,23346,151
2013-02-11 00:00:00,11,2,2013,0,7,0,1,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,111
2013-02-12 00:00:00,12,2,2013,1,7,0,1,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,127
2013-02-13 00:00:00,13,2,2013,2,7,0,1,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,133
2013-02-14 00:00:00,14,2,2013,3,7,0,1,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,123
2013-02-15 00:00:00,15,2,2013,4,7,0,0,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,120
2013-02-16 00:00:00,16,2,2013,5,7,1,0,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,154
2013-02-17 00:00:00,17,2,2013,6,7,1,0,1,0.8660254037844386,0.5000000000000001,169.0,164.71428571428572,23346,179
2013-02-18 00:00:00,18,2,2013,0,8,0,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,107
2013-02-19 00:00:00,19,2,2013,1,8,0,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,104
2013-02-20 00:00:00,20,2,2013,2,8,0,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,129
2013-02-21 00:00:00,21,2,2013,3,8,0,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,136
2013-02-22 00:00:00,22,2,2013,4,8,0,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,142
2013-02-23 00:00:00,23,2,2013,5,8,1,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,158
2013-02-24 00:00:00,24,2,2013,6,8,1,0,1,0.8660254037844386,0.5000000000000001,169.0,166.02857142857144,23346,185
2013-02-25 00:00:00,25,2,2013,0,9,0,0,1,0.8660254037844386,0.5000000000000001,169.0,183.6,23346,111
2013-02-26 00:00:00,26,2,2013,1,9,0,0,1,0.8660254037844386,0.5000000000000001,169.0,183.6,23346,132
2013-02-27 00:00:00,27,2,2013,2,9,0,0,1,0.8660254037844386,0.5000000000000001,169.0,183.6,23346,129
2013-02-28 00:00:00,28,2,2013,3,9,0,0,1,0.8660254037844386,0.5000000000000001,169.0,183.6,23346,159
2013-03-01 00:00:00,1,3,2013,4,9,0,0,1,1.0,6.123233995736766e-17,198.0,183.6,30539,164
2013-03-02 00:00:00,2,3,2013,5,9,1,0,1,1.0,6.123233995736766e-17,198.0,183.6,30539,203
2013-03-03 00:00:00,3,3,2013,6,9,1,0,1,1.0,6.123233995736766e-17,198.0,183.6,30539,198
2013-03-04 00:00:00,4,3,2013,0,10,0,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,156
2013-03-05 00:00:00,5,3,2013,1,10,0,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,150
2013-03-06 00:00:00,6,3,2013,2,10,0,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,170
2013-03-07 00:00:00,7,3,2013,3,10,0,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,169
2013-03-08 00:00:00,8,3,2013,4,10,0,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,166
2013-03-09 00:00:00,9,3,2013,5,10,1,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,176
2013-03-10 00:00:00,10,3,2013,6,10,1,0,1,1.0,6.123233995736766e-17,198.0,195.31428571428572,30539,195
2013-03-11 00:00:00,11,3,2013,0,11,0,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,133
2013-03-12 00:00:00,12,3,2013,1,11,0,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,171
2013-03-13 00:00:00,13,3,2013,2,11,0,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,159
2013-03-14 00:00:00,14,3,2013,3,11,0,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,162
2013-03-15 00:00:00,15,3,2013,4,11,0,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,160
2013-03-16 00:00:00,16,3,2013,5,11,1,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,161
2013-03-17 00:00:00,17,3,2013,6,11,1,0,1,1.0,6.123233995736766e-17,198.0,198.77142857142857,30539,188
2013-03-18 00:00:00,18,3,2013,0,12,0,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,130
2013-03-19 00:00:00,19,3,2013,1,12,0,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,153
2013-03-20 00:00:00,20,3,2013,2,12,0,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,157
2013-03-21 00:00:00,21,3,2013,3,12,0,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,173
2013-03-22 00:00:00,22,3,2013,4,12,0,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,178
2013-03-23 00:00:00,23,3,2013,5,12,1,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,178
2013-03-24 00:00:00,24,3,2013,6,12,1,0,1,1.0,6.123233995736766e-17,198.0,196.11428571428573,30539,191
2013-03-25 00:00:00,25,3,2013,0,13,0,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,134
2013-03-26 00:00:00,26,3,2013,1,13,0,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,148
2013-03-27 00:00:00,27,3,2013,2,13,0,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,136
2013-03-28 00:00:00,28,3,2013,3,13,0,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,166
2013-03-29 00:00:00,29,3,2013,4,13,0,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,181
2013-03-30 00:00:00,30,3,2013,5,13,1,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,181
2013-03-31 00:00:00,31,3,2013,6,13,1,0,1,1.0,6.123233995736766e-17,198.0,203.0,30539,203
2013-04-01 00:00:00,1,4,2013,0,14,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,134
2013-04-02 00:00:00,2,4,2013,1,14,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,187
2013-04-03 00:00:00,3,4,2013,2,14,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,210
2013-04-04 00:00:00,4,4,2013,3,14,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,229
2013-04-05 00:00:00,5,4,2013,4,14,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,199
2013-04-06 00:00:00,6,4,2013,5,14,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,219
2013-04-07 00:00:00,7,4,2013,6,14,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,231.02857142857144,35019,244
2013-04-08 00:00:00,8,4,2013,0,15,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,167
2013-04-09 00:00:00,9,4,2013,1,15,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,149
2013-04-10 00:00:00,10,4,2013,2,15,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,183
2013-04-11 00:00:00,11,4,2013,3,15,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,202
2013-04-12 00:00:00,12,4,2013,4,15,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,209
2013-04-13 00:00:00,13,4,2013,5,15,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,210
2013-04-14 00:00:00,14,4,2013,6,15,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,235.6,35019,259
2013-04-15 00:00:00,15,4,2013,0,16,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,139
2013-04-16 00:00:00,16,4,2013,1,16,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,155
2013-04-17 00:00:00,17,4,2013,2,16,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,174
2013-04-18 00:00:00,18,4,2013,3,16,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,209
2013-04-19 00:00:00,19,4,2013,4,16,0,1,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,196
2013-04-20 00:00:00,20,4,2013,5,16,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,221
2013-04-21 00:00:00,21,4,2013,6,16,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,232.0,35019,238
2013-04-22 00:00:00,22,4,2013,0,17,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,144
2013-04-23 00:00:00,23,4,2013,1,17,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,164
2013-04-24 00:00:00,24,4,2013,2,17,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,173
2013-04-25 00:00:00,25,4,2013,3,17,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,204
2013-04-26 00:00:00,26,4,2013,4,17,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,203
2013-04-27 00:00:00,27,4,2013,5,17,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,208
2013-04-28 00:00:00,28,4,2013,6,17,1,0,2,0.8660254037844387,-0.4999999999999998,231.0,233.25714285714287,35019,230
2013-04-29 00:00:00,29,4,2013,0,18,0,0,2,0.8660254037844387,-0.4999999999999998,231.0,244.05714285714285,35019,137
2013-04-30 00:00:00,30,4,2013,1,18,0,1,2,0.8660254037844387,-0.4999999999999998,231.0,244.05714285714285,35019,187
2013-05-01 00:00:00,1,5,2013,2,18,0,1,2,0.5000000000000003,-0.8660254037844385,244.0,244.05714285714285,38227,183
2013-05-02 00:00:00,2,5,2013,3,18,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,244.05714285714285,38227,214
2013-05-03 00:00:00,3,5,2013,4,18,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,244.05714285714285,38227,190
2013-05-04 00:00:00,4,5,2013,5,18,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,244.05714285714285,38227,247
2013-05-05 00:00:00,5,5,2013,6,18,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,244.05714285714285,38227,226
2013-05-06 00:00:00,6,5,2013,0,19,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,176
2013-05-07 00:00:00,7,5,2013,1,19,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,195
2013-05-08 00:00:00,8,5,2013,2,19,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,179
2013-05-09 00:00:00,9,5,2013,3,19,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,209
2013-05-10 00:00:00,10,5,2013,4,19,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,232
2013-05-11 00:00:00,11,5,2013,5,19,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,208
2013-05-12 00:00:00,12,5,2013,6,19,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,224
2013-05-13 00:00:00,13,5,2013,0,20,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,157
2013-05-14 00:00:00,14,5,2013,1,20,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,196
2013-05-15 00:00:00,15,5,2013,2,20,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,187
2013-05-16 00:00:00,16,5,2013,3,20,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,190
2013-05-17 00:00:00,17,5,2013,4,20,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,220
2013-05-18 00:00:00,18,5,2013,5,20,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,223
2013-05-19 00:00:00,19,5,2013,6,20,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.85714285714286,38227,255
2013-05-20 00:00:00,20,5,2013,0,21,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,166
2013-05-21 00:00:00,21,5,2013,1,21,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,167
2013-05-22 00:00:00,22,5,2013,2,21,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,198
2013-05-23 00:00:00,23,5,2013,3,21,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,201
2013-05-24 00:00:00,24,5,2013,4,21,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,213
2013-05-25 00:00:00,25,5,2013,5,21,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,250
2013-05-26 00:00:00,26,5,2013,6,21,1,0,2,0.5000000000000003,-0.8660254037844385,244.0,246.88571428571427,38227,259
2013-05-27 00:00:00,27,5,2013,0,22,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,251.88571428571427,38227,155
2013-05-28 00:00:00,28,5,2013,1,22,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,251.88571428571427,38227,194
2013-05-29 00:00:00,29,5,2013,2,22,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,251.88571428571427,38227,193
2013-05-30 00:00:00,30,5,2013,3,22,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,251.88571428571427,38227,177
2013-05-31 00:00:00,31,5,2013,4,22,0,0,2,0.5000000000000003,-0.8660254037844385,244.0,251.88571428571427,38227,214
2013-06-01 00:00:00,1,6,2013,5,22,1,0,2,1.2246467991473532e-16,-1.0,264.0,251.88571428571427,40400,263
2013-06-02 00:00:00,2,6,2013,6,22,1,0,2,1.2246467991473532e-16,-1.0,264.0,251.88571428571427,40400,274
2013-06-03 00:00:00,3,6,2013,0,23,0,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,176
2013-06-04 00:00:00,4,6,2013,1,23,0,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,208
2013-06-05 00:00:00,5,6,2013,2,23,0,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,218
2013-06-06 00:00:00,6,6,2013,3,23,0,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,186
2013-06-07 00:00:00,7,6,2013,4,23,0,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,234
2013-06-08 00:00:00,8,6,2013,5,23,1,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,251
2013-06-09 00:00:00,9,6,2013,6,23,1,0,2,1.2246467991473532e-16,-1.0,264.0,267.62857142857143,40400,256
2013-06-10 00:00:00,10,6,2013,0,24,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,172
2013-06-11 00:00:00,11,6,2013,1,24,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,227
2013-06-12 00:00:00,12,6,2013,2,24,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,217
2013-06-13 00:00:00,13,6,2013,3,24,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,224
2013-06-14 00:00:00,14,6,2013,4,24,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,220
2013-06-15 00:00:00,15,6,2013,5,24,1,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,244
2013-06-16 00:00:00,16,6,2013,6,24,1,0,2,1.2246467991473532e-16,-1.0,264.0,271.25714285714287,40400,256
2013-06-17 00:00:00,17,6,2013,0,25,0,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,190
2013-06-18 00:00:00,18,6,2013,1,25,0,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,199
2013-06-19 00:00:00,19,6,2013,2,25,0,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,203
2013-06-20 00:00:00,20,6,2013,3,25,0,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,225
2013-06-21 00:00:00,21,6,2013,4,25,0,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,245
2013-06-22 00:00:00,22,6,2013,5,25,1,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,240
2013-06-23 00:00:00,23,6,2013,6,25,1,0,2,1.2246467991473532e-16,-1.0,264.0,272.25714285714287,40400,263
2013-06-24 00:00:00,24,6,2013,0,26,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,188
2013-06-25 00:00:00,25,6,2013,1,26,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,200
2013-06-26 00:00:00,26,6,2013,2,26,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,195
2013-06-27 00:00:00,27,6,2013,3,26,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,226
2013-06-28 00:00:00,28,6,2013,4,26,0,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,213
2013-06-29 00:00:00,29,6,2013,5,26,1,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,260
2013-06-30 00:00:00,30,6,2013,6,26,1,0,2,1.2246467991473532e-16,-1.0,264.0,271.9142857142857,40400,266
2013-07-01 00:00:00,1,7,2013,0,27,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,206
2013-07-02 00:00:00,2,7,2013,1,27,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,202
2013-07-03 00:00:00,3,7,2013,2,27,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,198
2013-07-04 00:00:00,4,7,2013,3,27,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,215
2013-07-05 00:00:00,5,7,2013,4,27,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,261
2013-07-06 00:00:00,6,7,2013,5,27,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,253
2013-07-07 00:00:00,7,7,2013,6,27,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.45714285714286,43993,258
2013-07-08 00:00:00,8,7,2013,0,28,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,202
2013-07-09 00:00:00,9,7,2013,1,28,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,230
2013-07-10 00:00:00,10,7,2013,2,28,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,209
2013-07-11 00:00:00,11,7,2013,3,28,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,217
2013-07-12 00:00:00,12,7,2013,4,28,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,264
2013-07-13 00:00:00,13,7,2013,5,28,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,265
2013-07-14 00:00:00,14,7,2013,6,28,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,282.2857142857143,43993,295
2013-07-15 00:00:00,15,7,2013,0,29,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,197
2013-07-16 00:00:00,16,7,2013,1,29,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,201
2013-07-17 00:00:00,17,7,2013,2,29,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,211
2013-07-18 00:00:00,18,7,2013,3,29,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,243
2013-07-19 00:00:00,19,7,2013,4,29,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,260
2013-07-20 00:00:00,20,7,2013,5,29,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,262
2013-07-21 00:00:00,21,7,2013,6,29,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,285.45714285714286,43993,275
2013-07-22 00:00:00,22,7,2013,0,30,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,183
2013-07-23 00:00:00,23,7,2013,1,30,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,195
2013-07-24 00:00:00,24,7,2013,2,30,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,205
2013-07-25 00:00:00,25,7,2013,3,30,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,246
2013-07-26 00:00:00,26,7,2013,4,30,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,247
2013-07-27 00:00:00,27,7,2013,5,30,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,258
2013-07-28 00:00:00,28,7,2013,6,30,1,0,3,-0.4999999999999997,-0.8660254037844388,289.0,283.77142857142854,43993,264
2013-07-29 00:00:00,29,7,2013,0,31,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,255.62857142857143,43993,177
2013-07-30 00:00:00,30,7,2013,1,31,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,255.62857142857143,43993,200
2013-07-31 00:00:00,31,7,2013,2,31,0,0,3,-0.4999999999999997,-0.8660254037844388,289.0,255.62857142857143,43993,208
2013-08-01 00:00:00,1,8,2013,3,31,0,0,3,-0.8660254037844385,-0.5000000000000004,246.0,255.62857142857143,38387,203
2013-08-02 00:00:00,2,8,2013,4,31,0,0,3,-0.8660254037844385,-0.5000000000000004,246.0,255.62857142857143,38387,214
2013-08-03 00:00:00,3,8,2013,5,31,1,0,3,-0.8660254037844385,-0.5000000000000004,246.0,255.62857142857143,38387,246
